Name,Provider ID,External ID,Cloud Platform,Subscription,Subscription ID,Projects,Region,Tags,Resource Type,Native Type,Last Seen
arn:aws:ec2:us-east-2:984186218765:instance/i-031bd42fc707253ee,arn:aws:ec2:us-east-2:984186218765:instance/i-031bd42fc707253ee,i-031bd42fc707253ee,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,{},VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:11Z
demo-kali-redteam,4b424f63-0c82-43d1-9beb-b6684d63136f,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.compute/virtualmachines/demo-kali-redteam,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Junior Dev project,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,"{""Team"": ""Red team"", ""Owner"": ""JD""}",VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:52Z
linux-sensor,arn:aws:ec2:eu-central-1:984186218765:instance/i-0eeb69ad5d58ba6d7,i-0eeb69ad5d58ba6d7,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""linux-sensor"", ""Owner"": ""bmorrow"", ""Application"": ""sensor"", ""Wiz_to_Fortinet_Tag"": ""Block""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:00Z
dapl-jd-wiz-backend-mongo,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-central1-a/instances/dapl-jd-wiz-backend-mongo,1815630177004383198,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,"{""environment"": ""demo""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:09Z
Lorax-Docker-Ubuntu,arn:aws:ec2:eu-west-2:001791986277:instance/i-006da83a14d6e1285,i-006da83a14d6e1285,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""Lorax-Docker-Ubuntu""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:56Z
JUMPHOST,VirtualMachine:vm-7967,ced82e81-0a46-4762-8198-470e44bf7000_VirtualMachine:vm-7967,vSphere,Wiz-Demo-DC-6-7,ced82e81-0a46-4762-8198-470e44bf7000_Datacenter:datacenter-2,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T20:45:46Z
shahar-instance-20220420-1230,ocid1.instance.oc1.iad.anuwcljr356jruicb5awg4e7vyrmwjzczj73gm46gx5q7n7o7xd5tm64umta,ocid1.instance.oc1.iad.anuwcljr356jruicb5awg4e7vyrmwjzczj73gm46gx5q7n7o7xd5tm64umta,OCI,Shahar-Test,ocid1.compartment.oc1..aaaaaaaak5ufmwkstsdsru3546mkz37anzqfzatwbwuxjf4jerpodpcahxna,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/shahar.rand@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2022-04-20T09:33:29.713Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:25Z
lalivLightsailForDemo,arn:aws:lightsail:eu-west-2:984186218765:Instance/7749fe59-782a-42fa-afb8-d857cec5991e,arn:aws:lightsail:eu-west-2:984186218765:Instance/7749fe59-782a-42fa-afb8-d857cec5991e,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-west-2,"{""keyDemo"": ""valueDemo""}",VIRTUAL_MACHINE,lightsail#Instance,2024-10-30T18:29:55Z
arn:aws:ec2:us-east-2:984186218765:instance/i-04f6b25d805d18302,arn:aws:ec2:us-east-2:984186218765:instance/i-04f6b25d805d18302,i-04f6b25d805d18302,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""itayAr-train"": """"}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:10Z
worker-3,arn:aws:ec2:eu-central-1:984186218765:instance/i-0e45a82eaac9324c6,i-0e45a82eaac9324c6,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""worker-3""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:07Z
SB-NGINX-VS-67,VirtualMachine:vm-8459,ced82e81-0a46-4762-8198-470e44bf7000_VirtualMachine:vm-8459,vSphere,Wiz-Demo-DC-6-7,ced82e81-0a46-4762-8198-470e44bf7000_Datacenter:datacenter-2,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T20:45:46Z
oke-cp5keivpu6a-nqz7r2qkgiq-sk7yfaivjpq-0,ocid1.instance.oc1.eu-frankfurt-1.antheljr356jruiculv4r6o255hosuhnuzqhg7u5rlg32v33n534xae5iulq,ocid1.instance.oc1.eu-frankfurt-1.antheljr356jruiculv4r6o255hosuhnuzqhg7u5rlg32v33n534xae5iulq,OCI,wiz-outpost-oron-v2,ocid1.compartment.oc1..aaaaaaaaywfdxfz5xhjfcy6tahdsfhsdjrd4ltk6erlvzfoyaekhc3bn7dsq,"Acme,Acme Oracle App,OCI demo",eu-frankfurt-1,"{""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2022-05-18T13:41:54.321Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:03:21Z
arn:aws:ec2:eu-central-1:984186218765:instance/i-0ea2ad0c9af067e3a,arn:aws:ec2:eu-central-1:984186218765:instance/i-0ea2ad0c9af067e3a,i-0ea2ad0c9af067e3a,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,Demo scenarios K8s cluster,EBC_Labs,Microservices Prod",eu-central-1,"{""aws:ec2:fleet-id"": ""fleet-12b5a23e-8d24-c62f-2c92-03004d398d1a"", ""eks:cluster-name"": ""demo-scenarios"", ""eks:nodegroup-name"": ""demo-scenarios"", ""aws:eks:cluster-name"": ""demo-scenarios"", ""aws:ec2launchtemplate:id"": ""lt-076af11b470a58450"", ""aws:autoscaling:groupName"": ""eks-ecba5aca-7c03-1ab0-c560-f830052c5c9e"", ""wizRemediationLastUpdatedUTC"": ""09/07/2024 18:05:01 UTC"", ""aws:ec2launchtemplate:version"": ""13"", ""k8s.io/cluster-autoscaler/enabled"": ""true"", ""kubernetes.io/cluster/demo-scenarios"": ""owned"", ""k8s.io/cluster-autoscaler/demo-scenarios"": ""owned""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:06Z
elad-another-instance,ocid1.instance.oc1.iad.anuwcljs356jruicw3ybit52qd64bjdvkozbicyoaa57depuynyzjyssngaa,ocid1.instance.oc1.iad.anuwcljs356jruicw3ybit52qd64bjdvkozbicyoaa57depuynyzjyssngaa,OCI,comp1_1_1,ocid1.compartment.oc1..aaaaaaaajxhzbkv4c3miizugi4nai6tyuhj47ui4douwix2p6aippveuveqa,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""elad.gabay@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2021-11-23T15:15:50.884Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:03:14Z
floral-unicorn-1651347652-managed-ng-floral-Node,arn:aws:ec2:eu-west-2:001791986277:instance/i-043e21239f8ba72d5,i-043e21239f8ba72d5,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Microservices Prod,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""floral-unicorn-1651347652-managed-ng-floral-Node"", ""aws:ec2:fleet-id"": ""fleet-4aa4d18e-e59e-e3bc-84b8-2680856bfe1d"", ""eks:cluster-name"": ""floral-unicorn-1651347652"", ""eks:nodegroup-name"": ""managed-ng-floral"", ""aws:eks:cluster-name"": ""floral-unicorn-1651347652"", ""aws:ec2launchtemplate:id"": ""lt-053076d15696ead15"", ""aws:autoscaling:groupName"": ""eks-managed-ng-floral-a0c7739a-5706-e9f3-054c-f636c4907ace"", ""aws:ec2launchtemplate:version"": ""6"", ""alpha.eksctl.io/nodegroup-name"": ""managed-ng-floral"", ""alpha.eksctl.io/nodegroup-type"": ""managed"", ""k8s.io/cluster-autoscaler/enabled"": ""true"", ""kubernetes.io/cluster/floral-unicorn-1651347652"": ""owned"", ""k8s.io/cluster-autoscaler/floral-unicorn-1651347652"": ""owned""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:51Z
oke-czcc35quq7q-nmqhbdsdpaa-sbqyjxfvbvq-1,ocid1.instance.oc1.iad.anuwcljt356jruiccbbdtukwx67rcwcgbbnqgrddsfawlatov7ldtfdzlmca,ocid1.instance.oc1.iad.anuwcljt356jruiccbbdtukwx67rcwcgbbnqgrddsfawlatov7ldtfdzlmca,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""OKEnodePoolName"": ""pool1"", ""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2022-09-07T08:50:55.354Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:09Z
rhel-7-1,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-central1-a/instances/rhel-7-1,9011819985625081932,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,"{""http-server"": ""http-server"", ""goog-gcp-marketplace"": """"}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:18Z
oke-clydkdfpi3a-nx3ac6fpuna-scr53ylkg4a-2,ocid1.instance.oc1.iad.anuwcljr356jruic66ruxkaz5j7fvwwcdrd3sb6hwx4ohk6lt5vadtc32kyq,ocid1.instance.oc1.iad.anuwcljr356jruic66ruxkaz5j7fvwwcdrd3sb6hwx4ohk6lt5vadtc32kyq,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2024-08-27T14:49:11.865Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:07Z
vCLS (21),VirtualMachine:vm-73,64c6a781-bab2-443f-be83-d2d235a25419_VirtualMachine:vm-73,vSphere,Tanzu-Datacenter,64c6a781-bab2-443f-be83-d2d235a25419_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T19:06:40Z
ssm-machine-test,arn:aws:ec2:us-west-2:984186218765:instance/i-0fb0146c3be44b6e7,i-0fb0146c3be44b6e7,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-west-2,"{""Name"": ""ssm-machine-test""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:03Z
arn:aws:ec2:us-west-2:984186218765:instance/i-010abb8e116183c92,arn:aws:ec2:us-west-2:984186218765:instance/i-010abb8e116183c92,i-010abb8e116183c92,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-west-2,{},VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:05Z
cluster-bastion-server,arn:aws:ec2:eu-west-2:984186218765:instance/i-0018baf2ff5340ef8,i-0018baf2ff5340ef8,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-west-2,"{""Name"": ""cluster-bastion-server"", ""Owner"": ""JD""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:29:56Z
UbuntuServ1604Dev,d1277b5b-090c-4d44-9614-91052515e035,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/us2eastrg/providers/microsoft.compute/virtualmachines/ubuntuserv1604dev,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus2,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
Ubuntu1604LTSVG1,c7f2a58a-f67c-4e88-ab6e-a7bb9e0504df,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/us2eastrg/providers/microsoft.compute/virtualmachines/ubuntu1604ltsvg1,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",southcentralus,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
vSphere 7.0 Tanzu Demo-VMware vCenter Server,64c6a781-bab2-443f-be83-d2d235a25419,64c6a781-bab2-443f-be83-d2d235a25419,vSphere,,,,,{},VIRTUAL_MACHINE,vsphere#vcentervm,2024-10-30T19:06:24Z
oke-cggwkyhorza-n3wspqdsgvq-s7oj4s63d4q-0,ocid1.instance.oc1.iad.anuwcljr356jruict3xf5wgva3426cubqrxohe6oxe6hejgvpafwyb6vktza,ocid1.instance.oc1.iad.anuwcljr356jruict3xf5wgva3426cubqrxohe6oxe6hejgvpafwyb6vktza,OCI,yossi-sm-wiz-outpost,ocid1.compartment.oc1..aaaaaaaav3iunxq5glxyrndism3vxu46gjrayqqm5evwhmibrjhgoagb66fa,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2024-07-09T09:54:47.647Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:29Z
gke-connector-test-default-pool-86cb437d-j84l,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-central1-c/instances/gke-connector-test-default-pool-86cb437d-j84l,6933763410135225355,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,"{""goog-gke-node"": """", ""goog-k8s-cluster-name"": ""connector-test"", ""goog-k8s-node-pool-name"": ""default-pool"", ""goog-gke-cost-management"": """", ""goog-k8s-cluster-location"": ""us-central1-c"", ""goog-gke-cluster-id-base32"": ""7mvqz5jwlvallidocz5hljyq5p4z7gv4y56uqqveovxlc2hhtymq"", ""gke-connector-test-fb2b0cf5-node"": ""gke-connector-test-fb2b0cf5-node""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:24Z
demwizard-mgmtserver,arn:aws:ec2:eu-central-1:984186218765:instance/i-02a824d62f24dfead,i-02a824d62f24dfead,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""demwizard-mgmtserver""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:00Z
instance-1df,https://www.googleapis.com/compute/v1/projects/round-kit-289318/zones/me-west1-a/instances/instance-1df,3200133599466363266,GCP,Demo-project,round-kit-289318,"App A,GCP Subscription Project ,Google Workspace _GCP Org Demo",me-west1,"{""http-server"": ""http-server"", ""https-server"": ""https-server""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:29:37Z
my-ec2-cluster-1,arn:aws:ec2:us-west-2:984186218765:instance/i-0db3b63d892456dfd,i-0db3b63d892456dfd,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-west-2,"{""Name"": ""my-ec2-cluster-1"", ""Terraform"": ""true"", ""Environment"": ""dev""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:02Z
ECS Instance - EC2ContainerService-payment-app-cluster-1,arn:aws:ec2:eu-west-2:001791986277:instance/i-0e04b75be2355f6b1,i-0e04b75be2355f6b1,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""ECS Instance - EC2ContainerService-payment-app-cluster-1"", ""Description"": ""This instance is the part of the Auto Scaling group which was created through ECS Console"", ""aws:autoscaling:groupName"": ""EC2ContainerService-payment-app-cluster-1-EcsInstanceAsg-JUV7C36ST24T"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:eu-west-2:001791986277:stack/EC2ContainerService-payment-app-cluster-1/58d52e30-e8b6-11eb-ad7b-0248771c6626"", ""ec2-fleet-plugin:cloud-name"": ""spot-fleet-Demo-Scenarios-2"", ""aws:cloudformation:logical-id"": ""EcsInstanceAsg"", ""aws:cloudformation:stack-name"": ""EC2ContainerService-payment-app-cluster-1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:57Z
arn:aws:ec2:eu-central-1:984186218765:instance/i-0f05c1e10ab224694,arn:aws:ec2:eu-central-1:984186218765:instance/i-0f05c1e10ab224694,i-0f05c1e10ab224694,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,{},VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:00Z
gke-demo-scenarios-default-pool-1e4dd7f6-onbu,https://www.googleapis.com/compute/v1/projects/centered-kiln-290213/zones/us-central1-c/instances/gke-demo-scenarios-default-pool-1e4dd7f6-onbu,3358001045119171622,GCP,demo-project,centered-kiln-290213,"App A,GCP Subscription Project ,Google Workspace _GCP Org Demo",us-central1,"{""goog-gke-node"": """", ""goog-k8s-cluster-name"": ""demo-scenarios"", ""goog-k8s-node-pool-name"": ""default-pool"", ""goog-gke-cost-management"": """", ""goog-k8s-cluster-location"": ""us-central1-c"", ""goog-gke-cluster-id-base32"": ""2o4lyot36tyic7xqtixhc7g3xb2tqc7iuwpdz4y5ukjeu2gyceqa"", ""gke-demo-scenarios-d3b8bc3a-node"": ""gke-demo-scenarios-d3b8bc3a-node""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:29:41Z
wiz-attack-simulation-instance-2-560579d9,arn:aws:ec2:eu-central-1:984186218765:instance/i-0ed3ad2852fb62d5e,i-0ed3ad2852fb62d5e,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""wiz-attack-simulation-instance-2-560579d9"", ""wiz-attack-simulation"": ""true""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:07Z
dapl-jd-debian-1,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-central1-a/instances/dapl-jd-debian-1,8630169286206440359,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,"{""environment"": ""demo"", ""allow-health-check"": ""allow-health-check""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:03Z
cassandra-asg-cluster,arn:aws:ec2:us-east-1:984186218765:instance/i-02c9faa517e66d3b3,i-02c9faa517e66d3b3,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,"{""Name"": ""cassandra-asg-cluster"", ""Owner"": ""JD"", ""aws:ec2launchtemplate:id"": ""lt-0c50c228c21bdfbef"", ""aws:autoscaling:groupName"": ""cassandra-asg-test"", ""aws:ec2launchtemplate:version"": ""1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:05Z
jenkins-1-vm,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-central1-a/instances/jenkins-1-vm,6576179023085104981,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,"{""goog-dm"": ""jenkins-1"", ""jenkins-1-deployment"": ""jenkins-1-deployment""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:16Z
aks-default-13924726-vmss_7,96ffbd3a-aab0-48ef-b12b-057f10d31c7e,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/mc_demoresources-shared-rg-01_shared-aks-01-aks_eastus/providers/microsoft.compute/virtualmachinescalesets/aks-default-13924726-vmss/virtualmachines/7,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""aks-managed-poolName"": ""default"", ""aks-managed-orchestrator"": ""Kubernetes:1.23.12"", ""aks-managed-creationSource"": ""vmssclient-aks-default-13924726-vmss"", ""aks-managed-createOperationID"": ""a709fa4d-aad8-49d4-ba15-82271cc584d5"", ""aks-managed-resourceNameSuffix"": ""40542194""}",VIRTUAL_MACHINE,Microsoft.Compute/virtualMachineScaleSets/virtualMachines,2024-10-30T19:50:49Z
cluster-krqsv-master-1,eeb8988c-62f5-41a0-9b94-8f0f6584a417,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.compute/virtualmachines/cluster-krqsv-master-1,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:52Z
ECS Instance - EC2ContainerService-payment-app-cluster-4,arn:aws:ec2:eu-west-2:001791986277:instance/i-0b20e1152f7122c71,i-0b20e1152f7122c71,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""ECS Instance - EC2ContainerService-payment-app-cluster-4"", ""Description"": ""This instance is the part of the Auto Scaling group which was created through ECS Console"", ""aws:autoscaling:groupName"": ""EC2ContainerService-payment-app-cluster-4-EcsInstanceAsg-1T2E9BUFVPFFF"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:eu-west-2:001791986277:stack/EC2ContainerService-payment-app-cluster-4/9f157c20-e946-11eb-aada-02a01400fef8"", ""aws:cloudformation:logical-id"": ""EcsInstanceAsg"", ""aws:cloudformation:stack-name"": ""EC2ContainerService-payment-app-cluster-4""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:53Z
ECS Instance - EC2ContainerService-payment-app-cluster-1,arn:aws:ec2:eu-west-2:001791986277:instance/i-0e0d0ba1b3c9fb894,i-0e0d0ba1b3c9fb894,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""ECS Instance - EC2ContainerService-payment-app-cluster-1"", ""Description"": ""This instance is the part of the Auto Scaling group which was created through ECS Console"", ""aws:autoscaling:groupName"": ""EC2ContainerService-payment-app-cluster-1-EcsInstanceAsg-JUV7C36ST24T"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:eu-west-2:001791986277:stack/EC2ContainerService-payment-app-cluster-1/58d52e30-e8b6-11eb-ad7b-0248771c6626"", ""aws:cloudformation:logical-id"": ""EcsInstanceAsg"", ""aws:cloudformation:stack-name"": ""EC2ContainerService-payment-app-cluster-1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:52Z
paymentApp-prod,a2aaf2b0-3182-4885-bf75-276a1d18bbb3,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.compute/virtualmachines/paymentapp-prod,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:52Z
teamCity_critical_dani,arn:aws:ec2:us-east-2:001791986277:instance/i-083e344fbdfda8fa7,i-083e344fbdfda8fa7,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,"{""Name"": ""teamCity_critical_dani""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:56Z
Andreas-2,ocid1.instance.oc1.iad.anuwcljr356jruic3tzbkt36vrq4zwzb4v77ualy362anshdijf4bdz55vsa,ocid1.instance.oc1.iad.anuwcljr356jruic3tzbkt36vrq4zwzb4v77ualy362anshdijf4bdz55vsa,OCI,yossi-wiz-outpost,ocid1.compartment.oc1..aaaaaaaanwbzyybv54lw7btuhb3xvxx4gwtjztp4ri6m5iaaakxe55co5kpa,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/yossi.marzuk@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2022-12-20T15:26:35.196Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:30Z
oke-ctcdsle7twq-nylpdt5brra-shxfuaftgtq-0,ocid1.instance.oc1.iad.anuwcljr356jruicdxkiau4aoaav2y7n3edvzhdm2ohsiwilpqrcchjg55gq,ocid1.instance.oc1.iad.anuwcljr356jruicdxkiau4aoaav2y7n3edvzhdm2ohsiwilpqrcchjg55gq,OCI,wiz-outpost-oron-v2,ocid1.compartment.oc1..aaaaaaaaywfdxfz5xhjfcy6tahdsfhsdjrd4ltk6erlvzfoyaekhc3bn7dsq,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2022-05-23T22:19:31.546Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:03:22Z
