Name,ID,Category,Classifier,Unique Matches,Total Matches,Wiz Url,Projects,Resource Name,Region,Created At,Resource Type,Resource Native Type,Resource External ID,Subscription ID,Cloud Provider,Encryption At Rest,Encryption In Transit,Resource Status,PaaS,Severity,Finding Examples
PII/Date of Birth,lior-bucket-test##BUILTIN-130,DataCategoryPII,Date of Birth,786,2406,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'42570f8f-2e3e-5c16-ac6a-a5649e6dc436*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lior-bucket-test,us-east-1,2024-04-29T11:10:57.696057Z,CloudPlatform/Bucket,bucket,lior-bucket-test,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""userdata1 (1).parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""1**/***3"",""evidenceId"":""403cd7a0ed8d0fff404baa002aa19175""},{""path"":""userdata2.parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""3**/***1"",""evidenceId"":""e1528a2a87b3d86d8cd66ffdc0bbae3a""},{""path"":""userdata3.parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""3**/***1"",""evidenceId"":""0635b65b8879709d73847d4d94e668d8""},{""path"":""userdata1 (1).parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""9/**/***7"",""evidenceId"":""403cd7a0ed8d0fff404baa002aa19175""}]"
PII/Name,lior-bucket-test##BUILTIN-125,DataCategoryPII,Name,857,2592,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'91a4a4fa-ba34-57c6-b439-e8bbe9f46c3d*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lior-bucket-test,us-east-1,2024-01-31T11:02:00.997448Z,CloudPlatform/Bucket,bucket,lior-bucket-test,001791986277,AWS,true,false,Active,false,CRITICAL,"[{""path"":""userdata1 (1).parquet"",""key"":""First_name/Last_name"",""value"":""Aa*** B****y"",""evidenceId"":""707e2c40bcadd60486a98c16eeb562a4""},{""path"":""userdata2.parquet"",""key"":""First_name/Last_name"",""value"":""Am***a *****n"",""evidenceId"":""713e39a75cc55e8fb4c71546e4c5bff5""},{""path"":""userdata3.parquet"",""key"":""First_name/Last_name"",""value"":""Am***a *****n"",""evidenceId"":""8434d4a667fcae923a07df121a3f0cde""},{""path"":""userdata1 (1).parquet"",""key"":""First_name/Last_name"",""value"":""Wa***r *******z"",""evidenceId"":""707e2c40bcadd60486a98c16eeb562a4""}]"
PII/Name,arn:aws:lambda:us-east-1:001791986277:function:serverless-data-findings##BUILTIN-125,DataCategoryPII,Name,857,2591,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'adcca41f-0ff7-517f-8d83-b6e6bd838104*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",serverless-data-findings,us-east-1,2024-03-28T01:22:39.569367Z,CloudPlatform/Serverless,lambda,arn:aws:lambda:us-east-1:001791986277:function:serverless-data-findings,001791986277,AWS,false,false,Active,false,CRITICAL,"[{""path"":""/emails_and_creditcards.csv"",""key"":""first_name/last_name"",""value"":""Al*** B***y"",""evidenceId"":""60835d8335af2178210b7dae47458269"",""contentSizeBytes"":136685},{""path"":""/junk_1000rows.csv"",""key"":""first_name/last_name"",""value"":""Al*** B***y"",""evidenceId"":""7f85967efe1e05ccc31e158755bb1507"",""contentSizeBytes"":128125},{""path"":""/emails_and_creditcards.txt"",""key"":""first_name/last_name"",""value"":""Am***a *****n"",""evidenceId"":""1e8337adbc47b454cc1b82489b940cd4"",""contentSizeBytes"":136685},{""path"":""/emails_and_creditcards.csv"",""key"":""first_name/last_name"",""value"":""Su*** P*****s"",""evidenceId"":""60835d8335af2178210b7dae47458269"",""contentSizeBytes"":136685},{""path"":""/junk_1000rows.csv"",""key"":""first_name/last_name"",""value"":""Wa***r *******z"",""evidenceId"":""7f85967efe1e05ccc31e158755bb1507"",""contentSizeBytes"":128125}]"
PII/GPS Location,models-training-backup##BUILTIN-472,DataCategoryPII,GPS Location,2,20,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'db862751-110e-5f2b-b0d0-fb61e008646b*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",models-training-backup,us-east-2,2024-10-17T12:33:58.638836Z,CloudPlatform/Bucket,bucket,models-training-backup,001791986277,AWS,true,false,Active,false,LOW,"[{""path"":""malicious-models/binbin/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""d1cb85c663a13f161214303f14e88015"",""contentSizeBytes"":1355256},{""path"":""malicious-models/binbin/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""7fee897ba75929688ced86a1ee64caf5"",""contentSizeBytes"":1042301},{""path"":""malicious-models/calc/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""2dcf64c1170da37b51342588a932f885"",""contentSizeBytes"":1355256},{""path"":""malicious-models/calc/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""cd1feffdab16cf57bfb8f8d19039e091"",""contentSizeBytes"":1042301},{""path"":""malicious-models/dropper/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""505adb6a9a4e6a63ff2e4571744d56d4"",""contentSizeBytes"":1355256},{""path"":""malicious-models/dropper/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""be0031ed91d3bc2c49aa1a216b57732e"",""contentSizeBytes"":1042301},{""path"":""malicious-models/metasploit/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""bc4d15ffde2e06d43bf0c8b1882934f6"",""contentSizeBytes"":1355256},{""path"":""malicious-models/metasploit/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""c4e6b49a3dd3997b0d52ecb7dcb6f038"",""contentSizeBytes"":1042301},{""path"":""malicious-models/xmrig/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""12d6843331a2e086e7d57649e45ead77"",""contentSizeBytes"":1355256},{""path"":""malicious-models/xmrig/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""f52761f9b4c7559a7002875213b69c4b"",""contentSizeBytes"":1042301},{""path"":""malicious-models/binbin/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""d1cb85c663a13f161214303f14e88015"",""contentSizeBytes"":1355256},{""path"":""malicious-models/binbin/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""7fee897ba75929688ced86a1ee64caf5"",""contentSizeBytes"":1042301},{""path"":""malicious-models/calc/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""2dcf64c1170da37b51342588a932f885"",""contentSizeBytes"":1355256},{""path"":""malicious-models/calc/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""cd1feffdab16cf57bfb8f8d19039e091"",""contentSizeBytes"":1042301},{""path"":""malicious-models/dropper/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""505adb6a9a4e6a63ff2e4571744d56d4"",""contentSizeBytes"":1355256},{""path"":""malicious-models/dropper/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""be0031ed91d3bc2c49aa1a216b57732e"",""contentSizeBytes"":1042301},{""path"":""malicious-models/metasploit/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""bc4d15ffde2e06d43bf0c8b1882934f6"",""contentSizeBytes"":1355256},{""path"":""malicious-models/metasploit/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""c4e6b49a3dd3997b0d52ecb7dcb6f038"",""contentSizeBytes"":1042301},{""path"":""malicious-models/xmrig/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""12d6843331a2e086e7d57649e45ead77"",""contentSizeBytes"":1355256},{""path"":""malicious-models/xmrig/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""f52761f9b4c7559a7002875213b69c4b"",""contentSizeBytes"":1042301}]"
Financial/Credit Cards,wiz-cross-account-bucket##BUILTIN-436,DataCategoryFinancial,Credit Cards,539,539,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'06518c4f-6b6e-50d2-987d-3424995b5c9f*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",wiz-cross-account-bucket,eu-central-1,2024-01-31T11:02:19.330302Z,CloudPlatform/Bucket,bucket,wiz-cross-account-bucket,001791986277,AWS,true,false,Active,false,CRITICAL,"[{""path"":""userdata1.csv"",""key"":""cc"",""value"":""***************5893"",""evidenceId"":""3c030d578fb4d69838a77da7d9355da5"",""contentSizeBytes"":145923}]"
PII/Date of Birth,wiz-cross-account-bucket##BUILTIN-130,DataCategoryPII,Date of Birth,786,802,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'2fa88b57-761c-5986-a868-018705f85d68*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",wiz-cross-account-bucket,eu-central-1,2024-04-29T11:10:53.025201Z,CloudPlatform/Bucket,bucket,wiz-cross-account-bucket,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""userdata1.csv"",""key"":""birthdate"",""value"":""11**0****9"",""evidenceId"":""fbf4789c3c06a48d125ac8bb0d1133c1"",""contentSizeBytes"":145923}]"
PII/GPS Location,models-backup-b##BUILTIN-472,DataCategoryPII,GPS Location,2,20,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'ffda3c44-c027-56f6-974a-1386f87cf429*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",models-backup-b,us-east-2,2024-10-17T12:33:58.640743Z,CloudPlatform/Bucket,bucket,models-backup-b,001791986277,AWS,true,false,Active,false,LOW,"[{""path"":""malicious-models/binbin/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""d9aef1d57dd848816d65c913dde9152d"",""contentSizeBytes"":1355256},{""path"":""malicious-models/binbin/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""c6c25e19e6b51f28a2a64b087a4bef7e"",""contentSizeBytes"":1042301},{""path"":""malicious-models/calc/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""4eac2c6ebd744e7e6547dd520c93c970"",""contentSizeBytes"":1355256},{""path"":""malicious-models/calc/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""1621b99c128fd07840126516acf04459"",""contentSizeBytes"":1042301},{""path"":""malicious-models/metasploit/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""c08aed28a297ea684fd7e2a8e49bfc3c"",""contentSizeBytes"":1355256},{""path"":""malicious-models/metasploit/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""ea78f746bea3de01e50f14a83fe76c5f"",""contentSizeBytes"":1042301},{""path"":""malicious-models/model-demo/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""968ea8f323fc5f5c74940f0c7c0351fc"",""contentSizeBytes"":1355256},{""path"":""malicious-models/model-demo/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""a0bf2e74db0e2669b0e21a8ff002889c"",""contentSizeBytes"":1042301},{""path"":""malicious-models/xmrig/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""d685dc33f7c53899ae8b7e21a315623e"",""contentSizeBytes"":1355256},{""path"":""malicious-models/xmrig/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""834d6079d993c724c7623ae15f9a1e99"",""contentSizeBytes"":1042301},{""path"":""malicious-models/binbin/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""d9aef1d57dd848816d65c913dde9152d"",""contentSizeBytes"":1355256},{""path"":""malicious-models/binbin/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""c6c25e19e6b51f28a2a64b087a4bef7e"",""contentSizeBytes"":1042301},{""path"":""malicious-models/calc/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""4eac2c6ebd744e7e6547dd520c93c970"",""contentSizeBytes"":1355256},{""path"":""malicious-models/calc/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""1621b99c128fd07840126516acf04459"",""contentSizeBytes"":1042301},{""path"":""malicious-models/metasploit/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""c08aed28a297ea684fd7e2a8e49bfc3c"",""contentSizeBytes"":1355256},{""path"":""malicious-models/metasploit/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""ea78f746bea3de01e50f14a83fe76c5f"",""contentSizeBytes"":1042301},{""path"":""malicious-models/model-demo/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""968ea8f323fc5f5c74940f0c7c0351fc"",""contentSizeBytes"":1355256},{""path"":""malicious-models/model-demo/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""a0bf2e74db0e2669b0e21a8ff002889c"",""contentSizeBytes"":1042301},{""path"":""malicious-models/xmrig/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""d685dc33f7c53899ae8b7e21a315623e"",""contentSizeBytes"":1355256},{""path"":""malicious-models/xmrig/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""834d6079d993c724c7623ae15f9a1e99"",""contentSizeBytes"":1042301}]"
PII/Email,lorax-temp-bucket##BUILTIN-1,DataCategoryPII,Email,984,1968,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'98dd557b-303c-5ec5-8ad5-9548435c125c*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lorax-temp-bucket,us-east-2,2024-01-31T11:02:22.831668Z,CloudPlatform/Bucket,bucket,lorax-temp-bucket,001791986277,AWS,true,false,Active,false,CRITICAL,"[{""path"":""userdata1.csv"",""key"":""email"",""value"":""a***@com.com"",""evidenceId"":""d4ccda42b0e141d9c2a8cab26e52b09a"",""contentSizeBytes"":145923},{""path"":""userdata1.parquet"",""key"":""Email"",""value"":""a***@com.com"",""evidenceId"":""39ea4c3384c6b5d2a651ea8918063c9e""},{""path"":""userdata1.csv"",""key"":""email"",""value"":""r***@google.ca"",""evidenceId"":""d4ccda42b0e141d9c2a8cab26e52b09a"",""contentSizeBytes"":145923}]"
PII/Income,lorax-temp-bucket##BUILTIN-188,DataCategoryPII,Income,875,875,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'66519817-3328-5d04-af5b-c842d8c7fe18*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lorax-temp-bucket,us-east-2,2024-08-08T02:00:09.683803Z,CloudPlatform/Bucket,bucket,lorax-temp-bucket,001791986277,AWS,true,false,Active,false,CRITICAL,"[{""path"":""userdata1.csv"",""key"":""salary"",""value"":""6***9"",""evidenceId"":""1101ba400551885a3834bb5fe458d1fa"",""contentSizeBytes"":145923}]"
PII/Gender,exposed-data-bucket##BUILTIN-20,DataCategoryPII,Gender,2,932,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'4a3e5eb0-6848-5232-818b-296e3b8f3fe4*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",exposed-data-bucket,us-west-2,2024-04-04T22:26:12.377645Z,CloudPlatform/Bucket,bucket,exposed-data-bucket,984186218765,AWS,true,false,Active,false,INFO,"[{""path"":""userdata1.csv"",""key"":""gender"",""value"":""M***"",""evidenceId"":""90541dd5d71829a551cf60beb4bdbcba"",""contentSizeBytes"":145923}]"
PII/Date of Birth,company-logos-v2##BUILTIN-130,DataCategoryPII,Date of Birth,786,1604,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'6ba45f8e-7399-5c12-9cce-3e1b3d416100*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",company-logos-v2,eu-central-1,2024-04-30T17:53:01.275594Z,CloudPlatform/Bucket,bucket,company-logos-v2,984186218765,AWS,true,false,Active,false,MEDIUM,"[{""path"":""userdata1.csv"",""key"":""birthdate"",""value"":""3/**/***2"",""evidenceId"":""de128cf3269651a33e8bc959b7ddce5b"",""contentSizeBytes"":145923},{""path"":""userdata1.parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""3**/***1"",""evidenceId"":""d8b45fbbe3da81895db2336362340d4a""},{""path"":""userdata1.csv"",""key"":""birthdate"",""value"":""6**/***6"",""evidenceId"":""de128cf3269651a33e8bc959b7ddce5b"",""contentSizeBytes"":145923}]"
PII/Email,company-logos-v2##BUILTIN-1,DataCategoryPII,Email,984,1968,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'6ffa7b27-f70e-5b69-99ea-48417b4d5a87*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",company-logos-v2,eu-central-1,2024-01-31T11:02:19.506145Z,CloudPlatform/Bucket,bucket,company-logos-v2,984186218765,AWS,true,false,Active,false,CRITICAL,"[{""path"":""userdata1.csv"",""key"":""email"",""value"":""a***@com.com"",""evidenceId"":""369a46d410011babbc26664d72d3f1aa"",""contentSizeBytes"":145923},{""path"":""userdata1.parquet"",""key"":""Email"",""value"":""a***@com.com"",""evidenceId"":""06d1ac12a9d5d46c5a7efd9fbbb3913e""},{""path"":""userdata1.csv"",""key"":""email"",""value"":""r***@google.ca"",""evidenceId"":""369a46d410011babbc26664d72d3f1aa"",""contentSizeBytes"":145923}]"
PII/Gender,arn:aws:lambda:us-east-1:001791986277:function:serverless-data-findings##BUILTIN-20,DataCategoryPII,Gender,2,2796,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'778a3d3a-a47c-5f38-95b1-3b41a6add757*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",serverless-data-findings,us-east-1,2024-04-03T11:18:02.288669Z,CloudPlatform/Serverless,lambda,arn:aws:lambda:us-east-1:001791986277:function:serverless-data-findings,001791986277,AWS,false,false,Active,false,INFO,"[{""path"":""/emails_and_creditcards.csv"",""key"":""gender"",""value"":""M***"",""evidenceId"":""c7fa965620f3b8e5b70e675396a54094"",""contentSizeBytes"":136685},{""path"":""/emails_and_creditcards.txt"",""key"":""gender"",""value"":""F****e"",""evidenceId"":""02c01249b245e90916451d4eac7f5d0b"",""contentSizeBytes"":136685},{""path"":""/junk_1000rows.csv"",""key"":""gender"",""value"":""F****e"",""evidenceId"":""2c1da22de8b5d772cfda6f864274caff"",""contentSizeBytes"":128125},{""path"":""/emails_and_creditcards.csv"",""key"":""gender"",""value"":""M***"",""evidenceId"":""c7fa965620f3b8e5b70e675396a54094"",""contentSizeBytes"":136685}]"
PII/Gender,company-logos-v2##BUILTIN-20,DataCategoryPII,Gender,2,1865,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'4a782de0-eb0e-5c4c-8642-b3590fb23043*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",company-logos-v2,eu-central-1,2024-04-04T22:26:14.593816Z,CloudPlatform/Bucket,bucket,company-logos-v2,984186218765,AWS,true,false,Active,false,INFO,"[{""path"":""userdata1.csv"",""key"":""gender"",""value"":""M***"",""evidenceId"":""c0dc1748074eccd70890cf965170f64a"",""contentSizeBytes"":145923},{""path"":""userdata1.parquet"",""key"":""Gender"",""location"":""Gender"",""value"":""F****e"",""evidenceId"":""a59c7a86840a67b69ec2d6ddcbc9c473""},{""path"":""userdata1.csv"",""key"":""gender"",""value"":""M***"",""evidenceId"":""c0dc1748074eccd70890cf965170f64a"",""contentSizeBytes"":145923}]"
DigitalIdentity/IP Address,lorax-temp-bucket##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,1000,1999,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'c92ede45-5029-5dce-b772-9bcd741a4861*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lorax-temp-bucket,us-east-2,2024-01-31T11:02:22.796546Z,CloudPlatform/Bucket,bucket,lorax-temp-bucket,001791986277,AWS,true,false,Active,false,INFO,"[{""path"":""userdata1.parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""1.***.2***2"",""evidenceId"":""bedbbff3948968a3f9af532b68e83171""},{""path"":""userdata1.csv"",""key"":""ip_address"",""value"":""12***16*****8"",""evidenceId"":""9436f422c92a581d5054b034a410abb5"",""contentSizeBytes"":145923}]"
PII/Date of Birth,liron-public##BUILTIN-130,DataCategoryPII,Date of Birth,785,800,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'42e8bb3b-2896-5158-9fff-9e21e40cb8f5*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",liron-public,eu-west-2,2024-04-29T11:10:57.054034Z,CloudPlatform/Bucket,bucket,liron-public,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""userdata5.csv"",""key"":""birthdate"",""value"":""11**0****9"",""evidenceId"":""4d2af83f12fdd813cd9ddad77e81faaa"",""contentSizeBytes"":145933}]"
